date,nav
1998-12-31,1.241771
1999-12-31,0.6319569222504999
2000-12-31,1.062294681740066
2001-12-31,0.949700311475802
2002-12-31,1.236107282056443
2003-12-31,1.253443646724664
2004-12-31,1.4215042193846235
2005-12-31,1.8098673345947014
2006-12-31,1.9548582849737615
2007-12-31,0.955335825625457
2008-12-31,1.9907465257929018
