date,nav
2000-12-31,1.424091
2001-12-31,1.3123952705970001
2002-12-31,1.6950621712024028
2003-12-31,1.7524857923762265
2004-12-31,2.031867077396844
2005-12-31,2.636274385707619
2006-12-31,2.9969958099039924
2007-12-31,1.5300203068805664
2008-12-31,3.193554775800452
