date,nav
2002-12-31,1.3063449999999999
2003-12-31,1.353136971555
2004-12-31,1.515050635297328
2005-12-31,2.0559812840226153
2006-12-31,2.304426062383908
2007-12-31,1.1939346650514149
2008-12-31,2.4029511127917593
