date,nav
1998-12-31,1.241771
1999-12-31,0.695034129952
2000-12-31,0.9814669620269518
2001-12-31,0.8855994774768238
2002-12-31,1.138643764495127
2003-12-31,1.1940841396144342
2004-12-31,1.3995312627551046
2005-12-31,1.8575474619293912
2006-12-31,2.1115743011439205
2007-12-31,1.0762673097187552
2008-12-31,2.239689180698812
