date,nav
1998-12-31,1.241771
1999-12-31,0.742120844501
2000-12-31,0.9949198574551986
2001-12-31,1.0182517230323807
2002-12-31,1.3125946938541817
2003-12-31,1.391103607682988
2004-12-31,1.675742881265435
2005-12-31,2.089629588280541
2006-12-31,2.4352689495892608
2007-12-31,1.230047040630687
2008-12-31,2.510390704752763
