證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,Unknown masked parameter,股價淨值比,股價營收比,M淨值報酬率─稅後,資產報酬率ROA,營業利益率OPM,利潤邊際NPM,負債/淨值比,M流動比率,M速動比率,M存貨週轉率 (次),M應收帳款週轉次,M營業利益成長率,M稅後淨利成長率,Return,ReturnMean_year_Label
1441,大東,201612,563.9383,6.2800,0.2206,1.0044,0.3544,-0.3772,-0.0684,-0.1188,-0.1331,4.5127,85.2250,43.4695,4.6102,10.4998,-195.6480,-153.3950,-10.4137,-1
1442,名軒,201612,4759.1884,17.7000,0.0051,0.9016,0.8960,0.1044,0.0452,0.1481,0.1038,1.3096,321.1833,14.1012,0.4895,695.0915,26.7288,-2.0213,2.6087,-1
1443,立益物流,201612,604.9832,4.4700,0.8567,0.7354,0.4734,-0.2946,-0.0564,-0.0531,-0.1896,4.2200,56.0027,28.8901,1.9362,11.3562,41.8067,-17.9784,-14.8571,-1
1444,力麗,201612,7888.1759,8.2400,0.1006,0.6842,0.8206,0.0060,0.0036,0.0125,0.0072,0.6812,112.6612,85.0001,4.7278,12.1334,-61.5751,-82.9900,-12.8042,-1
1445,大宇,201612,1253.5497,9.0400,0.5615,0.6571,0.7474,0.0329,0.0273,0.0361,0.0375,0.2055,477.0376,224.2816,2.8911,7.1107,-28.4179,-29.9138,-3.2120,-1
1446,宏和,201612,2465.0000,17.9000,0.9818,1.3704,2.6719,0.0362,0.0170,0.0855,0.0706,1.1294,157.5222,26.2111,0.3502,37.8928,371.7897,270.6044,-17.8899,-1
1447,力鵬,201612,7434.7809,8.1300,0.3082,0.7171,0.0000,0.0000,0.0000,0.0000,0.0000,1.1656,132.0478,106.5660,0.0000,0.0000,100.0000,-100.0000,-2.2837,-1
1449,佳和,201612,492.0000,4.1000,0.8572,0.5420,0.1636,-0.2005,-0.0350,-0.0711,-0.0605,4.7350,109.3559,68.7631,3.7504,7.1022,35.0611,32.7675,-31.2081,-1
1451,年興,201612,9700.0000,24.2500,0.6194,0.9775,0.7456,0.0736,0.0556,0.0631,0.0562,0.3252,382.4664,242.7088,4.6784,5.8551,22.8298,8.7226,7.0640,-1
1452,宏益,201612,2719.1487,20.5000,0.3153,1.1259,1.3776,0.0826,0.0753,0.0943,0.1011,0.0966,987.6089,851.3095,7.9280,7.7240,-15.7476,-46.1925,-12.5800,-1
1453,大將,201612,707.5334,7.8900,0.0225,0.7055,13.3128,-0.0106,-0.0091,-0.6465,-0.2008,0.1737,626.7887,158.3751,0.0951,14.7059,-174.5477,-119.6814,-6.4057,-1
1454,台富,201612,1195.4395,8.5200,0.1104,0.7267,0.6448,0.0323,0.0248,0.0308,0.0286,0.3027,299.9995,146.5386,3.1220,9.3978,-45.8594,-49.3428,-8.8770,-1
1455,集盛,201612,5677.1644,9.2800,0.5814,0.7489,0.4352,0.0275,0.0182,0.0153,0.0160,0.5140,133.3815,85.0709,7.5128,6.7954,365.2900,57.6439,11.0048,1
1456,怡華,201612,796.6200,8.5000,0.3769,0.7079,0.8161,0.0419,0.0104,0.1014,0.0483,3.0381,201.5449,24.8322,0.4369,3.5542,994.0435,-59.2404,61.2903,1
1457,宜進,201612,3368.3982,10.0500,0.4497,0.5268,0.7351,0.0053,0.0030,0.0027,0.0074,0.7821,131.5531,83.6241,5.2812,12.0190,102.2132,-93.6016,-16.2500,-1
1459,聯發,201612,0.0000,0.0000,0.9566,0.0000,0.0000,-0.1277,-0.0656,-0.0170,-0.1484,0.9446,157.0926,127.6721,5.8796,11.8571,-129.3722,-289.2397,0.0000,0
1460,宏遠,201612,8010.2147,17.0000,0.8398,1.6474,0.9092,0.1079,0.0534,0.0680,0.0595,1.0189,160.8636,57.9158,2.3896,7.7260,20.7608,16.1491,13.3333,1
1463,強盛新,201612,3673.2901,21.2000,0.0995,1.3689,1.7351,0.2865,0.2078,0.3295,0.3632,0.3791,277.1238,188.1005,2.5984,3.3235,4135.2298,802.7037,26.1905,1
1464,得力,201612,7178.0694,25.8500,0.1764,1.4533,0.9507,0.0895,0.0399,0.0622,0.0586,1.2458,117.8920,79.4048,3.8108,5.7266,0.0000,0.0000,-20.5837,-1
1465,偉全,201612,1310.6323,12.6500,0.0140,0.5894,0.6704,0.0529,0.0458,0.0490,0.0601,0.1533,617.7667,453.7319,3.9879,10.3400,1.6719,-12.8629,-14.5270,-1
1466,聚隆,201612,1517.2971,13.6500,0.0385,0.8652,0.4127,-0.0578,-0.0282,-0.0221,-0.0276,1.0511,133.5214,76.1743,5.6293,10.1254,-601.7668,-1371.9076,-22.8814,-1
1467,南緯,201612,2165.7007,10.3000,0.0057,0.9056,0.3046,-0.0680,-0.0241,0.0079,-0.0229,1.8253,128.7207,86.1775,5.6236,6.3627,935.9527,-192.9027,-38.3234,-1
1468,昶和,201612,1586.4084,9.8900,0.1573,1.4133,2.7516,-0.0405,-0.0188,0.0144,-0.0789,1.1603,204.2350,72.2566,0.7189,12.1212,121.2571,24.3308,2.2751,-1
1470,大統新創,201612,1629.5730,19.0000,0.2065,1.7189,2.3762,0.0495,0.0436,0.0761,0.0685,0.1357,583.2802,470.2047,5.1374,6.4108,-24.9781,-23.1502,2.4259,-1
1471,首利,201612,898.5459,4.4600,0.5200,0.5058,0.7569,-0.2168,-0.1589,-0.2992,-0.3244,0.3643,161.1099,140.2466,8.8712,3.1004,5.1672,-7.3832,-8.4189,-1
1472,三洋實業,201612,882.3850,11.9000,0.0138,2.2421,1.1052,0.1642,0.0662,0.1061,0.0809,1.4794,82.0693,66.6928,9.7039,9.4442,422.7503,270.7396,-15.0000,-1
1473,台南,201612,4377.2960,29.7500,0.1825,1.0440,0.4690,0.0433,0.0264,0.0314,0.0194,0.6363,225.8333,175.9468,9.4428,6.7253,191.5119,194.4875,1.0187,-1
1474,弘裕,201612,1461.3412,11.2500,0.7587,0.7880,0.4505,0.0656,0.0363,0.0556,0.0375,0.8069,149.3498,84.2135,3.7371,7.4063,99.7042,33.7666,21.0980,1
1475,業旺,201612,404.3794,7.7000,0.8306,3.0310,2.1924,-0.5675,-0.2832,-0.3571,-0.4105,1.0039,173.0866,132.7115,3.4857,7.5824,-8.8477,-98.6723,0.0000,0
1476,儒鴻,201612,90783.2475,337.5000,0.5973,6.0136,3.7016,0.2424,0.1838,0.1876,0.1492,0.3187,281.2813,208.7386,7.3417,7.9288,-4.9107,-12.3213,-25.5788,-1
1477,聚陽,201612,25635.1276,124.0000,0.8256,2.9372,1.1585,0.1767,0.1174,0.0881,0.0697,0.5050,178.9089,109.9580,7.6978,42.3675,-26.4563,-29.1381,-46.7811,-1
1503,士電,201612,21099.3741,40.5000,0.5105,0.9656,0.9854,0.0598,0.0360,0.0667,0.0610,0.6608,129.6686,90.4921,5.0154,4.0708,15.7981,0.4332,-2.4096,-1
1504,東元,201612,55875.1319,27.9000,0.9053,1.0027,1.1192,0.0724,0.0437,0.0839,0.0809,0.6577,238.9191,179.9649,4.4666,4.7889,10.6097,14.8795,6.0837,-1
1506,正道,201612,1778.8204,14.5500,0.4848,1.3569,1.1315,0.0170,0.0083,0.0290,0.0142,1.0583,258.4790,160.0501,3.1349,3.7298,78.1100,-31.4797,-0.3425,-1
1512,瑞利,201612,1085.3609,5.9700,0.0981,0.8373,0.2590,-0.0873,-0.0262,0.0113,-0.0270,2.3288,119.0991,94.4147,9.3696,3.7630,165.9477,25.9175,0.3361,-1
1513,中興電,201612,8127.0000,19.3500,0.0961,1.0756,0.6391,0.0664,0.0334,0.0347,0.0395,0.9908,152.2005,97.8827,3.8377,6.7816,-22.8358,-8.5806,14.4970,1
1514,亞力,201612,1932.2539,9.6100,0.0243,0.7086,0.4947,0.0359,0.0189,0.0146,0.0250,0.9003,158.6133,125.5457,5.5501,1.9201,-27.5638,-17.0229,17.3382,1
1515,力山,201612,2731.1762,15.0500,0.9628,1.1738,0.7448,0.0443,0.0191,0.0305,0.0281,1.3259,109.0506,86.7141,6.2705,4.0280,-9.6498,-19.3411,44.0191,1
1516,川飛,201612,496.7028,16.9500,0.4251,1.4359,0.7262,0.0698,0.0492,0.0136,0.0353,0.4177,289.0168,238.8420,9.4363,0.0000,443.8453,-63.7155,-22.6027,-1
1517,利奇,201612,2369.3800,10.4000,0.1282,0.6854,0.8310,0.0030,0.0021,-0.0201,0.0036,0.4030,370.3048,294.9634,4.6767,4.4783,-150.0558,-93.2437,-7.5556,-1
1519,華城,201612,4672.9472,17.9000,0.2528,1.4356,0.8161,0.0761,0.0356,0.0548,0.0433,1.1375,185.8666,113.4126,2.9871,2.5937,-2.9374,9.9802,16.6124,1
1521,大億,201612,6296.5980,82.6000,0.7846,3.3975,1.0672,0.2683,0.1366,0.0777,0.0843,0.9644,137.8476,97.8085,9.8543,7.2481,3.6188,10.6083,-8.1201,-1
1522,堤維西,201612,11264.3244,36.0000,0.2767,1.6640,0.7058,0.1549,0.0536,0.0658,0.0657,1.8903,118.1868,59.2464,3.8170,6.4811,26.5519,20.4414,53.8462,1
1524,耿鼎,201612,1994.5057,11.1000,0.6682,0.9471,0.7656,0.1049,0.0455,0.1210,0.0848,1.3048,126.3098,91.6722,6.1176,6.3829,108.5481,215.9836,64.2012,1
1525,江申,201612,8220.8112,112.0000,0.2864,2.3143,6.8828,0.1490,0.1206,0.0137,0.4432,0.2356,142.0237,122.1301,10.2547,0.0000,0.0000,0.0000,45.0777,1
1526,日馳,201612,740.0000,14.8000,0.6127,1.1083,0.7750,0.1347,0.0630,0.1280,0.0942,1.1391,186.0143,104.8048,2.3415,10.1716,69.3804,23.7119,4.5936,-1
1527,鑽全,201612,12899.3161,93.5000,0.3234,3.4879,3.1800,0.2568,0.0603,0.2263,0.2342,3.2594,123.0024,118.1021,7.0152,5.3301,32.7790,-4.5739,48.1775,1
1528,恩德,201612,1785.6000,9.9200,0.2357,0.7694,0.4829,0.0418,0.0202,0.0396,0.0262,1.0699,181.4273,117.5194,3.0329,3.3288,318.8250,330.5179,9.3716,-1
1529,樂事綠能,201612,1010.0190,3.3700,0.4284,4.2240,4.0401,-0.2117,-0.1044,-0.0170,-0.2025,1.0276,89.4267,82.6978,20.6883,2.9178,90.1103,76.5750,0.0000,0
1530,亞崴,201612,2723.9564,28.2000,0.4874,0.9611,0.7490,0.0476,0.0210,0.0741,0.0371,1.2712,150.0780,87.7206,2.0553,5.3508,9.6675,-50.9959,-11.0410,-1
1531,高林股,201612,3071.1025,15.9000,0.5618,0.8050,1.2917,0.0286,0.0231,0.0565,0.0459,0.2377,459.2029,362.1468,3.7045,2.9806,30.7437,-24.8715,-6.1947,-1
1532,勤美,201612,12289.5420,31.9000,0.0137,0.6733,0.7968,0.0932,0.0484,0.1304,0.1103,0.9259,218.4042,89.9144,1.2436,3.6777,-8.8523,-8.2804,21.5238,1
1533,車王電,201612,4178.4140,42.4000,0.1253,1.8623,1.7968,0.0374,0.0202,0.0974,0.0361,0.8490,213.1682,139.1909,2.5074,4.8180,1.0794,-48.4344,6.9357,-1
1535,中宇,201612,5679.7853,45.9000,0.1058,1.7715,0.6702,0.0774,0.0328,0.0611,0.0293,1.3597,158.5537,158.3860,1302.8412,32.9604,35.5391,-51.2663,-22.7273,-1
1536,和大,201612,29369.5625,125.0000,0.4891,6.9927,5.0802,0.2674,0.1023,0.2400,0.1943,1.6129,145.9869,105.8805,4.5969,4.9424,7.9574,3.2516,3.3058,-1
1537,廣隆,201612,12881.2005,157.5000,0.8188,3.4870,1.8339,0.2567,0.1866,0.1750,0.1350,0.3758,354.4829,199.8587,4.3000,6.9001,26.9171,18.2934,19.3182,1
1538,正峰,201612,483.0190,5.8100,0.8017,0.8230,0.7094,-0.1816,-0.0666,-0.1210,-0.1565,1.7274,76.3127,60.7511,8.5811,8.3230,8.9161,-95.7383,16.2000,1
1539,巨庭,201612,1863.0450,28.5000,0.8936,1.6866,0.6270,0.1868,0.0656,0.1071,0.0694,1.8476,136.9426,104.6780,5.2230,8.1679,28.4575,-7.5948,-3.3898,-1
1540,喬福,201612,1089.7884,12.7500,0.2720,0.7738,2.0771,0.0287,0.0247,0.1513,0.0769,0.1598,590.1841,458.3394,1.9136,5.1058,18.9413,-30.3444,-20.3125,-1
1541,錩泰,201612,4176.4000,53.0000,0.4248,3.2673,1.1836,0.2695,0.1314,0.1222,0.0976,1.0512,142.4180,101.5843,6.7656,2.9669,44.8571,21.6693,22.8273,1
1560,中砂,201612,9080.4000,64.4000,0.8320,2.4015,2.1994,0.1414,0.1070,0.1528,0.1295,0.3218,184.5355,121.8213,6.5582,5.7451,-8.1216,-8.3393,26.0274,1
1582,信錦,201612,9440.9532,63.0000,0.0459,1.6917,1.0331,0.1629,0.1004,0.1300,0.0995,0.6232,312.6726,289.9706,16.1434,2.9722,10.8547,14.9892,30.9771,1
1583,程泰,201612,6083.0620,55.1000,0.7346,1.1102,0.9381,0.0595,0.0274,0.0924,0.0503,1.1701,165.2045,94.1430,1.9063,4.5390,-26.3706,-57.7077,-16.3885,-1
1590,亞德客-KY,201612,46009.4250,257.0000,0.1993,4.2791,4.3317,0.1886,0.0883,0.2561,0.1909,1.1356,100.3527,78.3772,4.9213,4.1536,31.2063,47.4853,69.0789,1
1603,華電,201612,4370.4864,22.8000,0.3863,0.9122,1.5463,0.0623,0.0385,0.0570,0.1055,0.6186,136.9170,104.8911,4.0749,2.5306,10.4461,-33.0962,86.1224,1
1604,聲寶,201612,9131.7000,18.3000,0.3212,1.2471,0.9057,0.1109,0.0676,0.0284,0.0806,0.6401,170.8403,118.5127,7.7491,11.7559,39.4352,55.5895,53.7815,1
1605,華新,201612,40242.6024,11.8500,0.0877,0.6164,0.2807,0.0741,0.0424,0.0371,0.0338,0.7490,171.0611,87.2414,5.2850,16.3329,171.8320,179.9846,61.4441,1
1608,華榮,201612,5258.3478,8.3100,0.9697,0.6665,0.7423,-0.0014,-0.0009,-0.0010,-0.0016,0.5166,169.6563,92.3296,2.9082,6.1088,97.5529,96.8775,19.5683,1
1609,大亞,201612,3129.8290,5.4700,0.0108,0.4200,0.2194,0.0128,0.0054,0.0150,0.0067,1.3755,144.2093,102.2225,4.9481,4.8956,153.4877,117.1646,18.6551,1
1611,中電,201612,2968.3720,7.4500,0.7902,0.7009,1.1091,-0.2026,-0.1284,-0.0118,-0.3206,0.5785,141.1277,96.3166,2.7553,7.8193,-152.6759,-7247.7468,-5.9343,-1
1612,宏泰,201612,2790.9873,8.8300,0.2858,0.6201,0.8699,0.0210,0.0177,0.0090,0.0295,0.1887,357.3332,241.4927,3.8035,5.5223,132.1967,138.8641,3.7603,-1
1614,三洋電,201612,6512.5443,24.2000,0.1995,1.2460,1.1885,0.0601,0.0472,0.0773,0.0573,0.2732,286.0969,164.0567,5.9775,22.2839,37.2135,21.7569,-2.2222,-1
1615,大山,201612,1140.9904,10.2000,0.5580,0.7537,0.4848,0.0621,0.0431,0.0505,0.0400,0.4397,174.0162,107.2294,7.2787,7.3035,321.2218,493.2311,4.0816,-1
1616,億泰,201612,982.3914,5.0600,0.5218,0.5638,0.3346,0.0123,0.0062,0.0131,0.0073,0.9830,154.1974,98.5248,3.4136,5.5135,128.5016,-88.8452,16.0550,1
1617,榮星,201612,1096.1723,7.6000,0.3226,0.6930,0.4075,0.0547,0.0283,0.0470,0.0322,0.9318,174.7623,154.0830,10.5902,4.1708,382.8346,54.2464,15.1515,1
1618,合機,201612,1996.7684,8.2900,0.2063,0.5025,1.0139,0.0135,0.0127,0.0199,0.0273,0.0631,958.5848,754.3600,4.3681,3.6498,-62.2729,-50.1948,15.2990,1
1702,南僑,201612,17971.5263,61.1000,0.3056,3.1962,1.1026,0.2081,0.0630,0.1241,0.0718,2.3040,143.9973,106.4552,8.3622,10.7118,3.4747,0.5454,-10.0147,-1
1707,葡萄王,201612,25285.0554,187.0000,0.3110,4.3723,2.7529,0.3263,0.1976,0.2432,0.2054,0.6514,120.1126,102.5241,21.1155,46.7710,23.2621,21.9820,2.1858,-1
1708,東鹼,201612,5112.9384,26.6500,0.0221,0.9565,1.2426,0.1173,0.0657,0.1594,0.1523,0.7838,111.4679,89.7045,12.2374,8.3575,-29.6646,29.8710,-16.9782,-1
1709,和益,201612,7541.9245,16.9500,0.8939,1.0070,0.8796,0.1203,0.0872,0.1217,0.1051,0.3805,311.7059,137.6339,3.0027,10.6230,32.4568,28.3344,12.6246,1
1710,東聯,201612,20459.7416,23.1000,0.7099,1.2820,1.0475,-0.0405,-0.0184,0.0071,-0.0331,1.1980,74.2527,54.2295,10.8082,19.6775,-73.9328,-105.2305,10.2625,-1
1711,永光,201612,11037.2068,20.1500,0.3735,1.3831,1.1679,0.0594,0.0348,0.0495,0.0501,0.7047,151.5389,70.3995,2.7911,6.4760,-30.4979,-17.4019,0.4988,-1
1712,興農,201612,5454.7070,15.3000,0.3283,0.9334,0.3349,0.0972,0.0362,0.0395,0.0349,1.6826,145.3059,78.7079,4.7667,8.5825,-4.3917,57.5185,17.6923,1
1713,國化,201612,2249.1803,14.9000,0.5773,0.9892,3.6170,0.0434,0.0402,0.1125,0.1589,0.0814,2135.8227,1818.6053,4.2311,6.1248,46.7733,41.8675,-3.2468,-1
1714,和桐,201612,8183.9493,8.2900,0.8040,0.5386,0.2671,0.0633,0.0325,0.0316,0.0314,0.9481,149.8567,113.6408,6.9626,8.6189,1852.9577,1130.4477,13.2514,1
1717,長興,201612,36374.9054,32.9500,0.2903,1.7126,0.9404,0.1227,0.0503,0.0809,0.0674,1.4390,226.8841,177.5154,5.8396,3.7261,-7.8834,-9.2810,4.1074,-1
1718,中纖,201612,12207.8736,8.5400,0.0524,0.2397,0.7007,0.0481,0.0037,0.0000,0.1407,11.8652,2636.8785,2629.8364,11.4113,0.0000,0.0000,-23.2648,-0.4662,-1
1720,生達,201612,5825.4929,32.6000,0.5079,1.3881,1.5857,0.0886,0.0597,0.1138,0.1012,0.4835,179.6041,134.8090,4.9799,5.6925,9.0358,1.0625,-14.8825,-1
1721,三晃,201612,3312.9748,14.9000,0.9074,1.3539,0.9256,0.1168,0.0667,0.0943,0.0798,0.7514,232.3654,173.4359,5.8069,5.8342,440.1162,381.3643,5.3004,-1
1722,台肥,201612,39347.0000,40.1500,0.9715,0.7840,3.2144,-0.0015,-0.0010,0.0487,-0.0059,0.5186,910.7584,803.5243,6.7945,9.3737,-74.5974,-102.9387,-6.7364,-1
1723,中碳,201612,28191.6236,119.0000,0.1308,4.1272,5.4808,0.1521,0.1087,0.2145,0.2020,0.3998,153.8788,135.7668,11.0852,13.6395,-8.0565,-16.1511,11.7371,1
1725,元禎,201612,2509.2540,13.8000,0.2940,0.9480,0.2813,0.0783,0.0391,0.0241,0.0232,1.0061,177.6180,168.3467,37.1287,9.0179,26.7065,2.6687,-0.7194,-1
1726,永記,201612,0.0000,0.0000,0.6361,0.0000,0.0000,0.1274,0.1069,0.1515,0.1384,0.1918,616.7192,484.2025,4.6467,4.8093,-5.8097,12.3087,0.0000,0
1727,中華化,201612,1444.2750,13.1000,0.0718,0.9901,0.6878,0.0674,0.0409,0.0468,0.0468,0.6474,126.3710,85.6102,5.5803,5.0939,-16.7710,-0.0854,-11.7845,-1
1730,花仙子,201612,0.0000,38.1000,0.3202,0.0000,0.0000,0.0000,0.0000,0.1010,0.0972,0.0000,0.0000,0.0000,0.0000,0.0000,16.2258,24.7834,6.5734,-1
1731,美吾華,201612,1820.9382,13.7000,0.4544,1.0550,1.2619,0.0526,0.0349,0.0883,0.0629,0.5051,209.1476,163.5134,4.7610,2.3983,12.7539,14.7270,0.0000,-1
1732,毛寶,201612,570.8705,13.4500,0.9969,1.3746,1.0434,-0.0583,-0.0405,-0.0407,-0.0442,0.4392,233.2824,160.4481,4.7387,6.0958,-111.4286,-191.9209,4.2636,-1
1733,五鼎,201612,4118.7127,41.3000,0.3447,2.3776,2.3358,0.0017,0.0012,0.1394,0.0017,0.4436,386.6108,267.1168,3.5594,7.3901,-18.2536,-98.8698,-12.1277,-1
1734,杏輝,201612,4050.4887,24.1500,0.3517,1.0710,1.8985,-0.0170,-0.0103,-0.0666,-0.0301,0.6410,253.1020,187.5927,3.4886,5.2925,-10.8298,23.1728,-15.4116,-1
1735,日勝化,201612,1227.4418,12.3500,0.0632,0.8580,0.4081,0.0512,0.0259,0.0594,0.0244,0.9753,145.1707,101.5082,5.2129,4.6044,-9.0033,-38.9688,0.0000,0
1736,喬山,201612,14121.5711,46.4500,0.5179,1.6410,0.7003,0.0832,0.0315,0.0306,0.0355,1.6413,138.3979,94.4352,3.6349,2.8053,-6.5784,27.0066,-12.0265,-1
1737,臺鹽,201612,5860.0000,29.3000,0.8133,0.9789,2.1269,0.0588,0.0499,0.1487,0.1277,0.1782,603.4166,543.3165,10.1766,15.5307,32.5019,30.8768,-2.3333,-1
1762,中化生,201612,2097.9980,27.0500,0.1811,1.1845,1.7503,0.0340,0.0221,0.0819,0.0502,0.5389,119.1658,53.4723,2.9836,7.4644,-1.3917,-80.4798,-31.4322,-1
1773,勝一,201612,8025.0000,53.5000,0.3996,1.8876,1.2992,0.1847,0.1466,0.1404,0.1271,0.2595,281.6053,214.9432,9.7626,6.4949,38.1922,28.3188,33.4165,1
1789,神隆,201612,29386.6076,38.6500,0.4068,2.8732,7.2903,0.0644,0.0515,0.2154,0.1634,0.2498,389.2772,281.1187,2.2030,6.3140,15.8160,3.7369,-28.1599,-1
1802,台玻,201612,38677.2086,13.3000,0.9599,0.8184,0.8974,-0.0403,-0.0222,0.0169,-0.0442,0.8131,94.6704,65.1504,5.8229,7.4947,124.1958,63.5748,3.5019,-1
1805,寶徠,201612,453.4995,5.6500,0.9980,0.6083,14.5885,-0.1500,-0.0697,-4.2069,-3.5963,1.1513,183.5491,91.9003,0.0418,2.8923,10.1899,-197.9867,-17.7584,-1
1806,冠軍,201612,3070.0924,7.0200,0.2048,0.4266,0.6200,0.0048,0.0030,0.0178,0.0069,0.5930,177.6244,100.9266,2.2677,8.5661,-63.1850,146.9866,0.5731,-1
1808,潤隆,201612,7700.3881,32.4000,0.5177,1.4757,1.3440,0.1985,0.0554,0.1912,0.1808,2.5800,181.8414,41.2024,0.4632,87.8633,12.3298,13.7944,27.3084,1
1809,中釉,201612,2037.9112,12.2000,0.6231,0.5046,0.8014,0.0186,0.0146,0.0267,0.0296,0.2737,348.7740,260.0821,3.2455,3.8381,10.1192,67.0740,22.0000,1
1810,和成,201612,3476.6238,9.4000,0.7171,0.6085,0.5872,0.0510,0.0252,-0.0098,0.0492,1.0206,114.5814,76.1306,3.1763,4.3301,-135.3818,138.0833,13.5266,1
1903,士紙,201612,8503.2786,32.7000,0.8965,2.8667,122.2350,-0.0617,-0.0277,-3.0682,-2.6293,1.2235,40.5927,33.4059,0.4780,11.5518,5.3220,-15.1926,5.8252,-1
1904,正隆,201612,14352.1548,12.9500,0.6751,0.6371,0.3580,0.0535,0.0205,0.0477,0.0301,1.6039,135.2535,98.4107,6.1567,5.2439,7.4827,42.7981,14.0969,1
1905,華紙,201612,10157.1131,9.2100,0.1956,0.5624,0.4617,0.0194,0.0118,0.0175,0.0159,0.6420,160.2525,119.9409,7.3595,9.0599,-50.5960,-58.6513,-5.4415,-1
1906,寶隆,201612,2597.2000,17.2000,0.2185,0.5934,1.9210,0.2266,0.1708,0.0022,0.7336,0.3269,114.6421,112.0126,64.3905,16.5895,1011.3846,1034.2444,125.1309,1
1907,永豐餘,201612,16072.3961,9.6800,0.4800,0.3860,0.2537,0.0133,0.0050,0.0176,0.0088,1.6584,131.0423,102.1987,7.6439,6.2168,-33.8680,-53.0443,-9.1080,-1
1909,榮成,201612,16454.1135,16.3500,0.0566,0.8659,0.5061,0.1322,0.0445,0.0905,0.0773,1.9699,100.9689,86.2712,13.2763,7.9379,41.6781,164.7729,53.5211,1
2002,中鋼,201612,387864.3236,24.6500,0.2863,1.1768,1.3235,0.0582,0.0284,0.0868,0.0655,1.0515,113.7271,49.1806,3.6867,25.5641,213.3698,151.8214,37.3259,1
2006,東和鋼鐵,201612,21112.3847,21.1500,0.5144,0.8964,0.8375,0.0628,0.0404,0.0592,0.0587,0.5540,145.2048,71.7515,3.9854,12.4468,-1.2891,18.7757,24.4118,1
2007,燁興,201612,2825.3192,4.4800,0.5484,0.8272,0.3885,-0.0752,-0.0165,-0.0051,-0.0353,3.5671,80.8882,46.0648,8.0076,40.1193,86.1909,48.3437,-3.0303,-1
2008,高興昌,201612,2615.7913,10.5500,0.8346,0.8590,2.3189,-0.0480,-0.0270,-0.0880,-0.1295,0.7767,60.1908,47.5720,4.2787,11.2268,53.3499,-177.9549,19.0745,1
2009,第一銅,201612,2636.0307,7.3300,0.8069,0.8328,1.0531,-0.0503,-0.0310,-0.0425,-0.0636,0.6207,128.0588,51.0157,1.9401,11.6690,64.6769,53.2339,8.5926,-1
2010,春源,201612,7545.1854,11.6500,0.8254,0.6707,0.4575,0.0588,0.0416,0.0429,0.0401,0.4123,304.0165,228.4555,7.0532,5.7104,334.1595,-3.8133,34.0621,1
2012,春雨,201612,3841.7829,13.3500,0.9860,0.9596,0.4458,0.0799,0.0301,0.0675,0.0371,1.6534,122.2868,73.2121,3.1794,5.3255,84.9428,45.2619,-5.9859,-1
2013,中鋼構,201612,4270.0000,21.3500,0.4523,1.0022,0.2496,0.0169,0.0048,-0.0004,0.0042,2.5065,109.6455,100.6848,18.9738,5.7203,-103.8374,-58.4277,10.3359,-1
2014,中鴻,201612,13666.3827,9.5200,0.9723,1.4524,0.4087,0.2033,0.0617,0.0612,0.0572,2.2968,54.7425,21.6967,7.2849,46.6281,174.8143,264.6121,100.4211,1
2015,豐興,201612,26317.3728,45.2500,0.7835,1.5869,1.2572,0.1095,0.0925,0.1119,0.0867,0.1841,335.9772,230.6056,6.9302,20.8308,3.8508,-9.3750,17.9922,1
2017,官田鋼,201612,2793.8260,8.5400,0.4683,0.5431,0.6343,0.0552,0.0354,0.0742,0.0645,0.5604,119.0137,47.6307,3.1751,14.8192,731.3985,506.6765,36.4217,1
2020,美亞,201612,3236.7713,13.6500,0.6439,1.0047,0.7217,0.1353,0.0729,0.1083,0.0972,0.8560,126.7581,75.2441,3.4814,9.1855,1704.6618,189.4726,10.5263,-1
2022,聚亨,201612,2647.9209,4.8400,0.1003,0.4680,0.3801,-0.0069,-0.0030,0.0244,-0.0056,1.3167,76.5982,37.3664,3.5242,14.8390,144.6517,94.3099,21.9144,1
2023,燁輝,201612,19328.5181,11.2500,0.8695,0.6391,0.3657,0.0786,0.0290,0.0727,0.0450,1.7125,102.1013,67.6032,6.4064,24.3359,346.1111,247.2932,51.8219,1
2024,志聯,201612,816.0750,8.3700,0.2155,0.7152,0.5822,0.0877,0.0486,0.0824,0.0714,0.8027,164.8769,107.0731,4.7003,7.0210,160.4747,190.4029,23.8166,1
2025,千興,201612,861.9670,2.6700,0.4694,0.7057,0.0000,0.0000,0.0000,0.0000,0.0000,0.8381,90.8441,39.0493,0.0000,0.0000,100.0000,100.0000,23.0415,1
2027,大成鋼,201612,14628.0869,17.6000,0.8972,0.9607,0.3064,0.0441,0.0147,0.0389,0.0141,1.9978,302.2907,96.0080,1.9287,12.2665,684.1874,502.1853,25.7143,1
2028,威致,201612,1302.8592,4.0000,0.1766,1.1761,0.1961,0.0108,0.0019,0.0103,0.0018,4.6450,89.6510,34.6518,5.5861,19.2790,107.9639,101.0627,139.5210,1
2029,盛餘,201612,10920.1200,34.0000,0.6473,1.1981,0.8509,0.1415,0.1184,0.1342,0.1005,0.1947,589.3044,465.4401,8.6036,14.5189,111.0368,1526.5367,106.6869,1
1101,台泥,201712,154785.2531,36.4500,0.2403,1.0140,1.5744,0.0676,0.0379,0.1420,0.1050,0.7855,142.2238,129.4087,11.7675,13.9006,7.1255,16.7464,3.6984,-1
