證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,Unknown masked parameter,股價淨值比,股價營收比,M淨值報酬率─稅後,資產報酬率ROA,營業利益率OPM,利潤邊際NPM,負債/淨值比,M流動比率,M速動比率,M存貨週轉率 (次),M應收帳款週轉次,M營業利益成長率,M稅後淨利成長率,Return,ReturnMean_year_Label
1454,台富,202212,1720.2978,13.2500,0.9320,0.8424,0.9577,0.0158,0.0158,0.0161,0.0179,0.2173,281.9796,159.6037,3.6419,12.6981,351.7271,527.1381,-11.3712,-1
1455,集盛,202212,5502.9749,10.3500,0.7339,0.5993,0.5916,-0.0307,-0.0307,-0.0264,-0.0303,0.2824,149.6294,68.1035,4.9456,14.0151,-137.8472,-130.6272,-37.0821,-1
1456,怡華,202212,1438.6020,15.3500,0.6404,0.1329,2.3307,-0.0070,-0.0070,0.1909,-0.1223,0.8589,121.4430,5.4575,0.0782,15.0836,-79.8357,-116.6060,-29.9087,-1
1457,宜進,202212,5640.8101,18.7000,0.1327,0.2829,1.3011,0.1018,0.1018,0.5338,0.4683,0.5470,114.9383,83.6396,5.7268,9.9741,601.2151,454.4825,-4.3478,1
1459,聯發,202212,2955.1021,8.2400,0.5301,0.5428,1.5099,-0.0814,-0.0814,-0.0601,-0.2265,0.4825,148.9039,128.7675,6.3918,15.3469,-85.6228,-158.2250,-35.8755,-1
1460,宏遠,202212,4925.0217,7.0900,0.5152,0.3288,0.5022,0.0015,0.0015,0.0099,0.0022,0.5290,135.7476,39.4310,1.5951,8.5342,-73.2813,-87.9904,-26.3759,-1
1463,強盛新,202212,2477.7381,14.3000,0.8267,0.8770,4.9961,0.0244,0.0244,0.0092,0.1389,0.1782,386.2058,271.6537,1.1505,5.8621,502.6455,-16.4597,0.7042,1
1464,得力,202212,5403.1481,14.0500,0.3023,0.2947,0.4401,0.0222,0.0222,0.0107,0.0331,0.6882,141.1360,86.7120,3.1984,7.7448,-64.6900,107.3437,-10.5096,-1
1465,偉全,202212,1434.9611,13.8500,0.0802,0.7168,2.3457,0.0483,0.0483,-0.0035,0.1582,0.1588,293.8394,224.4828,3.6009,7.5527,93.1658,200.8832,9.9206,1
1466,聚隆,202212,1345.0033,12.1000,0.1147,0.3857,0.4829,-0.0191,-0.0191,-0.0428,-0.0240,0.5424,180.1579,88.4923,3.6089,9.0651,-150.0946,-137.4545,-20.6557,-1
1467,南緯,202212,2593.2342,11.1000,0.7993,0.2996,0.4231,-0.0048,-0.0048,0.0050,-0.0068,0.6281,153.7650,111.6206,4.9002,8.5051,-67.4341,2.5284,-21.8310,-1
1468,昶和,202212,2157.4513,13.4500,0.2256,0.8205,1.5274,0.0136,0.0136,-0.0736,0.0254,0.5332,111.7531,27.4383,1.3399,22.4629,-4953.2556,155.5001,2.2814,1
1470,大統新創,202212,1560.9594,18.2000,0.4706,1.3635,1.8470,0.0287,0.0287,0.0809,0.0389,0.1501,422.6309,305.8757,4.3565,15.8280,-14.1046,-49.6281,0.0000,0
1471,首利,202212,1150.6709,7.6500,0.0658,0.6626,4.8350,-0.0906,-0.0906,-0.6417,-0.6610,0.0870,1314.2272,1249.8811,3.4894,3.9761,-8.1975,-748.5220,-14.1414,-1
1472,三洋實業,202212,559.7334,22.4000,0.7358,0.2027,0.4788,0.0012,0.0012,-0.0059,0.0028,0.7187,114.0063,114.0063,0.0000,0.0000,-167.3666,137.6361,-31.0769,-1
1473,台南,202212,3075.5081,20.9000,0.1083,0.5941,0.4084,0.0581,0.0581,0.0313,0.0400,0.3166,226.3680,152.0936,7.0290,6.3612,250.4986,322.8150,15.4696,1
1474,弘裕,202212,1552.2692,11.9500,0.4402,0.3998,0.4868,0.0208,0.0208,0.0185,0.0253,0.4496,219.8043,136.2465,3.9136,8.2857,-58.1793,-42.8747,-22.9032,-1
1475,業旺,202212,1657.2702,63.7000,0.4811,1.2928,1.3860,0.2399,0.2399,0.1960,0.2572,0.2126,472.5038,445.7276,16.4719,4.7030,187.4957,273.4993,25.8893,1
1476,儒鴻,202212,135948.8980,495.5000,0.3561,4.0748,3.4213,0.2035,0.2035,0.1947,0.1709,0.2464,242.2395,181.1991,8.5913,10.4652,20.9194,31.8870,-21.4739,-1
1477,聚陽,202212,56352.5878,233.0000,0.9896,2.3068,1.7565,0.1449,0.1449,0.1381,0.1103,0.3678,211.0677,149.4855,6.1215,26.7671,31.0786,32.1730,-5.6680,1
1503,士電,202212,31518.8181,60.5000,0.8756,0.6383,1.0247,0.0430,0.0430,0.0733,0.0690,0.4190,128.9287,79.8603,3.4946,5.0431,12.8398,11.1393,12.2449,1
1504,東元,202212,58923.8463,27.5500,0.4232,0.4654,1.0104,0.0315,0.0315,0.0870,0.0685,0.3182,222.1135,165.1905,4.5222,5.8026,0.0847,-27.4469,-12.9542,-1
1506,正道,202212,4794.9610,17.2000,0.3923,1.6986,4.2001,0.0326,0.0326,0.0144,0.0805,0.1495,323.1731,195.5770,2.6522,5.0920,153.6930,161.8736,18.6207,1
1512,瑞利,202212,471.2808,4.8000,0.5118,0.2003,0.6077,-0.0785,-0.0785,-0.1929,-0.2381,0.8399,150.3000,87.1520,2.2309,3.7777,8.2891,-19.9122,19.7007,1
1513,中興電,202212,31996.3459,67.2000,0.6547,0.7682,1.7252,0.0592,0.0592,0.1537,0.1330,0.6791,134.5858,86.0580,2.8047,8.4358,6.4592,25.0405,48.5083,1
1514,亞力,202212,7036.4570,29.3500,0.7576,0.6978,0.9127,0.0522,0.0522,0.0645,0.0682,0.6113,128.5661,87.2641,3.2445,2.2253,32.1803,42.7439,12.8846,1
1515,力山,202212,5426.0576,29.9000,0.6864,0.6998,1.1927,-0.0386,-0.0386,-0.0944,-0.0658,0.5474,96.0048,79.7358,7.8057,6.1668,-130.1412,-128.3271,-47.0796,-1
1516,川飛,202212,710.1156,19.9000,0.3126,1.0529,0.4727,0.0719,0.0719,0.0390,0.0323,0.3323,280.9833,280.9833,0.0000,0.0000,32.5619,-21.1566,-15.4989,-1
1517,利奇,202212,4547.5528,20.1500,0.2968,0.8381,0.8944,0.1023,0.1023,0.1176,0.1092,0.2322,410.2059,265.3451,3.6824,5.6285,31.2649,12.3844,-26.0550,-1
1519,華城,202212,12609.1256,48.3000,0.5187,1.0777,1.6268,0.0703,0.0703,0.0554,0.1061,0.6355,142.2295,76.6373,1.8433,3.7873,9.5062,186.0009,29.3173,1
1521,大億,202212,2660.4270,34.9000,0.7744,0.8035,0.5605,0.0268,0.0268,0.0117,0.0187,0.4583,153.6395,83.4987,4.9816,6.9246,-56.3324,7.6341,-13.2919,-1
1522,堤維西,202212,8714.2065,27.8500,0.7253,0.3346,0.4537,0.0385,0.0385,0.0462,0.0522,0.6479,141.1651,68.9630,3.2113,5.7785,106.8649,323.4247,43.5567,1
1524,耿鼎,202212,0.0000,24.8500,0.8015,0.0000,0.0000,0.0000,0.0000,0.1160,0.1379,0.0000,0.0000,0.0000,0.0000,0.0000,238.0525,441.9277,118.9427,1
1525,江申,202212,4183.8057,57.0000,0.1876,0.7459,2.7887,0.0481,0.0481,0.0298,0.1798,0.1764,312.4743,263.1795,4.5429,0.0000,208.4149,-12.0446,-7.3171,1
1526,日馳,202212,2433.0000,40.5500,0.7931,0.8377,1.1074,0.1331,0.1331,0.2094,0.1760,0.5074,183.9059,58.8038,1.5638,20.4678,35.3599,47.0273,-17.0757,-1
1527,鑽全,202212,5674.4661,40.9500,0.5915,1.0495,1.4481,0.1372,0.1372,0.1873,0.1894,0.1318,656.7534,554.1907,5.7270,7.6045,22.4599,58.7585,-6.2929,1
1528,恩德,202212,1972.4596,10.1500,0.2877,0.3548,0.5206,0.0277,0.0277,0.0311,0.0406,0.5505,152.5652,92.4876,2.4503,5.3461,66.0785,-29.7061,-15.0628,-1
1529,樂事綠能,202212,2938.8132,20.2000,0.0453,0.9799,10.4391,0.0155,0.0155,0.2664,0.1649,0.4264,223.1531,189.0314,1.8114,4.5756,-29.5413,-58.8289,-15.3040,-1
1530,亞崴,202212,2994.4202,31.0000,0.8842,0.4409,0.9658,0.0514,0.0514,0.0962,0.1127,0.5041,140.0102,91.1426,1.9294,6.7754,12.0308,186.2234,-6.6265,1
1531,高林股,202212,2570.5134,14.0000,0.7072,0.5576,1.0402,0.0404,0.0404,0.0389,0.0755,0.1883,503.8910,309.1194,1.9644,3.3143,-55.4250,8.7522,-12.2257,-1
1532,勤美,202212,10794.7043,28.7000,0.6164,0.2036,0.0000,0.0000,0.0000,0.0000,0.0000,0.6854,146.5535,53.9955,0.0000,0.0000,-100.0000,-100.0000,-13.1619,-1
1533,車王電,202212,4814.0454,48.8500,0.0903,0.6010,1.4304,-0.0083,-0.0083,-0.0273,-0.0197,0.6329,230.2524,132.5458,1.9371,5.5423,-415.7140,-615.2454,-16.6382,-1
1535,中宇,202212,5302.3704,42.8500,0.2519,0.7611,0.5995,0.0747,0.0747,0.0376,0.0589,0.4960,153.1147,152.4888,449.9416,35.8872,0.0000,0.0000,7.2591,1
1536,和大,202212,18727.6725,67.0000,0.9105,0.8169,2.5517,0.0274,0.0274,0.0734,0.0857,0.6085,121.6670,70.5863,2.1243,2.4883,19.3308,84.6722,-26.6156,-1
1537,廣隆,202212,11243.0968,137.0000,0.0416,1.9233,1.5362,0.1508,0.1508,0.1286,0.1205,0.2567,440.9319,246.5739,3.4745,9.9972,18.4871,42.1808,-1.0830,1
1538,正峰,202212,271.1120,8.0000,0.9704,0.9227,0.9509,-0.0936,-0.0936,-0.1336,-0.0964,0.7913,198.4821,130.8900,3.5768,10.0213,46.2791,79.7168,-24.1706,-1
1539,巨庭,202212,1869.5820,28.6000,0.8690,0.7059,0.7478,0.1480,0.1480,0.0743,0.1568,0.3650,231.1792,144.7176,4.6546,29.5211,-20.1115,281.4417,30.5936,1
1540,喬福,202212,1303.4724,15.2500,0.3349,0.8359,2.7541,0.0693,0.0693,0.1589,0.2285,0.1186,711.3498,558.7558,1.8248,12.8517,5055.0377,3083.8852,0.9934,1
1541,錩泰,202212,2639.8000,33.5000,0.2980,0.7310,0.6506,0.0753,0.0753,0.0421,0.0671,0.4805,193.2144,86.8465,2.9752,4.5278,-56.7631,-9.0897,-23.6032,-1
1560,中砂,202212,15163.9054,105.5000,0.8029,1.5887,2.1952,0.1335,0.1335,0.2071,0.1845,0.3619,204.8026,113.6411,3.8207,7.3183,53.2271,76.5815,-12.8099,-1
1582,信錦,202212,7299.7278,59.0000,0.6409,0.6377,0.7442,0.0330,0.0330,0.0350,0.0385,0.4862,208.0765,184.1037,10.8035,4.9799,-12.7818,56.8684,-15.9544,-1
1583,程泰,202212,6800.6646,61.6000,0.4248,0.4471,1.0651,0.0575,0.0575,0.1274,0.1370,0.5511,153.6664,101.6263,1.7071,4.1087,34.4458,100.3734,-3.1447,1
1590,亞德客-KY,202212,186200.0000,931.0000,0.0080,3.4103,7.1415,0.1101,0.1101,0.2893,0.2306,0.2869,155.7172,107.1671,3.5961,4.2657,-8.1935,-6.6560,-8.7255,1
1603,華電,202212,4983.8880,26.0000,0.1943,0.5398,1.4377,0.0357,0.0357,0.0935,0.0951,0.3602,179.3586,126.3554,2.5471,3.1254,17.8346,16.4678,-2.9851,1
1604,聲寶,202212,10181.3000,26.5000,0.6862,0.7277,1.1394,0.0512,0.0512,0.0632,0.0801,0.3973,116.6131,65.4352,5.0442,13.8716,-5.1069,-58.6908,-11.3712,-1
1605,華新,202212,176118.9129,47.2000,0.0737,0.6974,0.9763,0.0758,0.0758,0.0527,0.1061,0.4859,152.3055,93.0305,5.0000,10.4308,-28.8249,25.4485,78.1132,1
1608,華榮,202212,8668.9970,13.7000,0.0806,0.6412,0.8064,0.0066,0.0066,0.0317,0.0083,0.4023,160.0708,64.0429,2.5184,6.7469,-56.6084,-94.5675,-38.2883,-1
1609,大亞,202212,13898.3767,20.3000,0.7426,0.3534,0.5196,0.0271,0.0271,0.0316,0.0398,0.6841,135.5517,89.1997,4.6070,7.2162,-43.8561,-35.6463,-18.6373,-1
1611,中電,202212,4260.1126,13.2000,0.4062,0.7922,2.7126,0.0144,0.0144,0.0568,0.0492,0.2177,235.8979,186.8170,3.1771,10.3866,1367.4178,-72.2966,-40.1361,-1
1612,宏泰,202212,5136.3016,16.2500,0.9739,0.6257,0.8043,0.0431,0.0431,0.0819,0.0555,0.1343,596.8846,395.1718,3.4541,7.8031,34.9626,-86.8766,-39.5911,-1
1614,三洋電,202212,9540.0700,35.4500,0.0264,1.3963,1.5529,0.0432,0.0432,0.0571,0.0480,0.1862,295.5473,112.1391,4.1389,21.6427,-21.2264,-20.3960,-1.8006,1
1615,大山,202212,4271.6764,28.7000,0.7115,1.1411,0.0000,0.0000,0.0000,0.0000,0.0000,0.3160,195.4608,133.1090,0.0000,0.0000,-100.0000,-100.0000,-11.1455,-1
1616,億泰,202212,1421.1670,7.3200,0.1418,0.4397,0.3823,0.0057,0.0057,0.0306,0.0050,0.4880,159.4762,69.4991,2.8836,7.5343,-6.3976,-80.4852,-39.7531,-1
1617,榮星,202212,2358.1113,14.9500,0.3281,0.7150,0.6584,0.0123,0.0123,-0.0119,0.0114,0.3547,240.4130,198.4861,10.1420,5.7234,-115.8075,-80.2498,-16.4804,-1
1618,合機,202212,2765.1259,14.3500,0.3991,0.5723,0.9653,0.0513,0.0513,0.0781,0.0866,0.1099,473.5413,259.5888,2.7319,6.2176,-10.8347,6.5092,-1.0345,1
1702,南僑,202212,13383.0515,45.5000,0.6148,0.4393,0.6535,0.0227,0.0227,0.0436,0.0338,0.5936,226.2499,177.9131,5.5776,10.2502,-50.0615,-44.1778,-9.3625,-1
1707,葡萄王,202212,24887.0832,168.0000,0.2475,1.6533,2.3950,0.1441,0.1441,0.2456,0.2088,0.2599,156.2667,137.7237,15.0950,52.8332,10.3891,11.3809,5.0000,1
1708,東鹼,202212,9984.9682,40.1000,0.6612,0.7216,1.2442,0.0870,0.0870,0.2179,0.1501,0.4846,106.7858,68.4258,5.7854,11.6837,114.8328,79.5311,17.7680,1
1709,和益,202212,10613.6127,22.2500,0.2490,0.7998,1.0040,0.0815,0.0815,0.0973,0.1023,0.3557,174.1885,73.9526,2.7186,11.5721,-15.5849,17.6557,-3.6797,1
1710,東聯,202212,16474.0777,18.6000,0.8204,0.4719,0.0000,0.0000,0.0000,0.0000,0.0000,0.5905,64.9978,52.3288,0.0000,0.0000,-100.0000,-100.0000,-16.9643,-1
1711,永光,202212,10133.4157,18.5000,0.8607,0.7716,1.1396,0.0299,0.0299,0.0428,0.0441,0.3294,249.3169,105.9253,2.2392,6.6021,-31.1193,-18.5313,-32.1101,-1
1712,興農,202212,15326.9553,36.4500,0.3278,0.9261,0.6651,0.1000,0.1000,0.0883,0.0718,0.4770,153.9148,99.5654,6.8112,7.1743,77.6664,78.0739,29.0265,1
1713,國化,202212,3781.3401,25.0500,0.8493,1.3749,6.6170,0.1040,0.1040,-0.0121,0.5003,0.0600,1261.0519,726.1259,2.1712,10.7049,-126.7047,81.5439,0.4008,1
1714,和桐,202212,8897.2170,8.7500,0.9326,0.3861,0.3929,0.0279,0.0279,0.0352,0.0284,0.3046,289.7956,233.9910,8.9936,7.6418,-55.2859,-55.9750,-21.5247,-1
1717,長興,202212,36820.7969,31.2500,0.2622,0.6193,0.7512,0.0441,0.0441,0.0669,0.0534,0.5783,205.5671,148.7953,5.0446,4.2732,-19.9802,-24.8509,-22.8395,-1
1718,中纖,202212,14518.2655,8.6100,0.4015,0.1937,1.0833,0.0373,0.0033,0.0000,0.2087,10.1482,2170.2239,2164.0793,7.3458,0.0000,0.0000,-27.3699,-15.1724,-1
1720,生達,202212,10989.8102,61.5000,0.6218,1.0020,1.8782,0.1052,0.1052,0.1911,0.1972,0.3221,194.0909,145.9464,4.2203,5.9345,27.5743,37.8606,42.6914,1
1721,三晃,202212,2736.2847,14.8000,0.9713,0.6539,0.9095,0.0147,0.0147,0.0108,0.0204,0.4269,206.7516,109.0714,2.8325,5.4615,133.9361,187.5943,-47.4245,-1
1722,台肥,202212,52430.0000,53.5000,0.8818,0.6493,3.4832,0.0331,0.0331,-0.0325,0.1774,0.3429,309.1078,208.7423,4.7298,16.6594,-196.2941,-12.0268,-23.5714,-1
1723,中碳,202212,24993.4142,105.5000,0.4395,2.2299,0.0000,0.0000,0.0000,0.0000,0.0000,0.2795,218.6536,160.5990,0.0000,0.0000,-100.0000,-100.0000,-12.4481,-1
1725,元禎,202212,3654.7830,20.1000,0.9665,0.5176,0.3968,0.0359,0.0359,0.0202,0.0276,0.4081,214.2474,210.6688,91.7639,11.0385,-24.2263,-20.4663,-41.3994,-1
1726,永記,202212,11388.6000,70.3000,0.0538,0.9975,1.1698,0.0713,0.0713,0.0893,0.0837,0.1615,444.4815,288.6986,3.7884,5.1466,-13.2989,-7.6735,-4.8714,1
1727,中華化,202212,2652.1250,24.5000,0.5140,0.9290,1.1498,0.0164,0.0164,0.0287,0.0203,0.4469,169.5414,126.3428,7.6770,5.7123,-58.4954,-65.0652,-51.7717,-1
1730,花仙子,202212,3503.1581,55.4000,0.3280,1.3506,1.2580,0.1070,0.1070,0.1162,0.0997,0.2614,335.1543,248.2358,5.7896,5.1931,-3.8821,-3.9667,-12.7559,-1
1731,美吾華,202212,2625.0752,19.7500,0.1437,1.0376,2.1083,0.0640,0.0640,0.1600,0.1300,0.2106,335.7480,261.3697,5.3582,6.0500,-0.2959,-1.5159,1.0230,1
1732,毛寶,202212,1387.9155,32.7000,0.5370,2.1219,2.3640,0.0079,0.0079,-0.0061,0.0088,0.2627,303.7368,228.3699,5.5288,6.7953,-120.8684,-73.3783,-4.9419,1
1733,五鼎,202212,2553.7276,25.5500,0.7843,1.0155,1.1379,0.0722,0.0722,0.0787,0.0809,0.2771,289.9785,160.4106,3.0357,4.6104,-13.8517,-10.3011,-1.7308,1
1734,杏輝,202212,5559.9876,33.1500,0.0505,0.8989,1.9463,0.0265,0.0265,0.0691,0.0575,0.4799,192.1592,141.1870,3.8760,5.6450,207.9690,180.1009,14.7059,1
1735,日勝化,202212,2256.1076,22.7000,0.6386,0.6657,0.7629,0.0104,0.0104,-0.0011,0.0119,0.5587,117.9245,70.5898,4.3430,7.1658,-110.5245,250.1044,0.0000,0
1736,喬山,202212,21101.3537,69.5000,0.2767,0.5429,0.6278,0.0058,0.0058,-0.0064,0.0067,0.7560,106.5318,58.9164,2.8465,3.8669,-239.3974,126.3694,23.4458,1
1737,臺鹽,202212,6490.0000,32.4500,0.9478,0.7903,1.7960,0.0521,0.0521,0.1232,0.1183,0.1887,334.1029,290.1133,8.8707,20.5882,-15.8977,3.7252,-2.2590,1
1762,中化生,202212,5087.9360,65.6000,0.2419,1.1148,2.4032,0.1021,0.1021,0.2189,0.2202,0.3004,235.9217,102.4187,2.5820,7.2337,5.7146,16.2299,1.0786,1
1773,勝一,202212,28625.0000,114.5000,0.9813,2.1166,2.5231,0.1350,0.1350,0.1848,0.1609,0.4057,142.7230,75.8588,6.0847,8.5184,9.8685,12.8963,-34.7578,-1
1789,神隆,202212,20124.3126,25.4500,0.5392,1.6895,6.1655,0.0297,0.0297,0.1242,0.1082,0.1227,786.9989,638.9819,2.7459,5.1381,40.4956,45.0752,3.2454,1
1802,台玻,202212,61796.2920,21.2500,0.2735,0.6643,1.4090,-0.0075,-0.0075,-0.0173,-0.0160,0.4447,127.4782,84.1497,3.2355,9.7595,-106.5645,-105.8260,-20.5607,-1
1805,寶徠,202212,1067.8265,10.6500,0.4965,0.7918,3.0611,-0.0702,-0.0702,-0.2090,-0.2713,0.6259,226.8950,104.5938,0.5819,531.7729,-115.0994,-180.9870,-27.5510,-1
1806,冠軍,202212,3494.1149,8.9500,0.3027,0.4193,1.1622,-0.0226,-0.0226,0.0821,-0.0626,0.3463,252.3194,189.2707,2.8910,11.1553,1045.8389,-118.9858,-28.9683,-1
1808,潤隆,202212,31346.3140,69.5000,0.8678,0.6421,12.6105,0.0032,0.0032,0.0883,0.0630,0.8766,134.8876,25.6295,0.0699,2.1383,-89.4952,-90.6309,25.4513,1
1809,中釉,202212,2062.9675,12.3500,0.2925,0.4359,0.7959,0.0068,0.0068,-0.0042,0.0123,0.2774,214.1168,137.1155,3.0808,4.6005,21.4146,8.9747,-24.6951,-1
1810,和成,202212,5610.6800,18.5000,0.7222,0.5688,1.1211,0.0160,0.0160,0.0205,0.0316,0.3402,171.3500,95.5809,2.6658,6.9783,53.7803,-90.9428,4.8159,1
1903,士紙,202212,12949.9472,49.8000,0.6935,1.3927,78.4569,0.0228,0.0228,-0.6254,1.2831,0.4446,137.8229,137.2571,12.0419,3.1323,-288.6592,151.3739,-23.2666,-1
1904,正隆,202212,30311.3076,27.3500,0.7641,0.4330,0.6901,0.0387,0.0387,0.0377,0.0617,0.5815,153.1649,96.1890,4.6889,7.3008,-63.7638,-32.4568,-22.5212,-1
1905,華紙,202212,17810.7901,16.1500,0.4999,0.5026,0.7531,0.0152,0.0152,0.0102,0.0228,0.4894,251.2235,172.5918,4.7417,7.2350,0.0000,0.0000,-34.8790,-1
1906,寶隆,202212,2544.3500,16.8500,0.0529,0.3492,0.5532,0.0586,0.0586,0.0024,0.0928,0.3305,19.9418,16.7097,70.5515,55.6293,496.8750,131.2782,-18.4019,-1
1907,永豐餘,202212,40596.0832,24.4500,0.6691,0.2911,0.5098,0.0204,0.0204,0.0144,0.0357,0.5010,187.7957,146.8545,6.7077,6.5705,-85.6832,-63.3293,-31.2236,-1
1909,榮成,202212,0.0000,16.3500,0.4312,0.0000,0.0000,0.0000,0.0000,-0.0078,-0.0174,0.0000,0.0000,0.0000,0.0000,0.0000,-109.9323,-139.2480,-32.9918,-1
2002,中鋼,202212,468898.8578,29.8000,0.9548,0.6858,1.0430,0.0263,0.0263,0.0406,0.0400,0.4781,126.3861,47.3722,3.4184,39.7317,-77.0988,-73.8847,-15.7001,-1
2006,東和鋼鐵,202212,38482.2673,52.7000,0.6546,0.7027,0.6417,0.0732,0.0732,0.0865,0.0669,0.4720,131.1865,47.9258,3.1864,17.8036,-26.5320,-32.2683,-21.4605,-1
2007,燁興,202212,6394.3518,12.0500,0.2100,0.5439,0.9364,-0.0591,-0.0591,-0.0407,-0.1017,0.4224,77.7079,35.7372,6.1831,56.3819,-173.0206,-5378.5258,-43.1604,-1
2008,高興昌,202212,3585.2136,17.8500,0.1766,0.4938,1.6178,0.0155,0.0155,0.0625,0.0506,0.6122,62.4372,41.5408,3.0020,21.4615,42.8126,166.3628,-10.5263,-1
2009,第一銅,202212,10752.7038,29.9000,0.7056,1.6411,3.7137,0.0301,0.0301,-0.0384,0.0680,0.3099,132.5604,19.9408,1.4588,17.1663,-143.3203,-53.4063,-32.1995,-1
2010,春源,202212,10330.1036,15.9500,0.9489,0.4968,0.4217,0.0295,0.0295,0.0284,0.0251,0.4434,176.5067,121.8789,5.6306,6.4888,-48.8470,-50.7088,-34.6311,-1
2012,春雨,202212,7251.9048,24.0000,0.6905,0.5755,0.6563,0.0526,0.0526,0.0782,0.0600,0.5978,371.6175,201.0178,2.7641,6.6357,-21.5733,-24.1440,-22.5806,-1
2013,中鋼構,202212,11800.0000,59.0000,0.6105,0.8831,0.6094,0.0358,0.0358,0.0325,0.0247,0.6068,137.9571,125.9381,24.2103,21.8178,33.0298,-3.0590,-0.3378,1
2014,中鴻,202212,38400.8127,26.7500,0.6266,1.0445,0.8629,-0.0269,-0.0269,-0.0396,-0.0222,0.5359,143.1250,59.5602,4.5589,191.9578,-126.9894,-115.5884,-34.9939,-1
2015,豐興,202212,37047.8818,63.7000,0.1510,1.4441,0.9597,0.1198,0.1198,0.0856,0.0796,0.1508,345.7074,169.5062,6.1981,19.0744,-30.0062,-23.8234,-23.7126,-1
2017,官田鋼,202212,5018.9561,13.8500,0.7508,0.4720,1.4104,0.0278,0.0278,0.0764,0.0832,0.4586,108.1846,44.4396,1.9478,31.4748,-50.2016,-52.9321,-30.5764,-1
2020,美亞,202212,5106.9740,22.9500,0.3439,0.6914,0.7709,0.0361,0.0361,0.0348,0.0403,0.5659,124.6905,62.7449,3.2749,14.0460,0.0000,0.0000,-27.4882,-1
2022,聚亨,202212,3991.5366,8.3200,0.0690,0.4684,0.4151,-0.0075,-0.0075,0.0119,-0.0067,0.2387,224.4697,106.2233,4.1731,17.7014,-87.5512,-113.5519,-42.2222,-1
2023,燁輝,202212,31761.5680,16.0000,0.1030,0.3410,0.3796,0.0056,0.0056,0.0275,0.0062,0.6480,108.5766,69.5825,8.4385,46.1290,-54.2158,-89.9989,-36.7589,-1
2024,志聯,202212,1813.5000,18.6000,0.5737,0.8191,1.5519,0.0213,0.0213,0.0537,0.0404,0.4627,118.1576,37.1319,1.4805,8.0802,-65.5980,-67.0601,-7.6923,1
2025,千興,202212,1403.0248,4.9900,0.5602,0.9252,1.1397,0.5148,0.5148,-0.1185,0.6342,0.0326,2172.1895,1581.8822,4.7370,0.0000,-154.9241,182.5151,-17.1096,-1
2027,大成鋼,202212,86010.5412,42.4000,0.7276,0.5873,0.7535,0.0983,0.0983,0.1623,0.1261,0.4954,287.7518,78.2759,1.5831,14.1526,0.0000,0.0000,-8.3243,1
2028,威致,202212,9006.0142,27.6500,0.0794,1.0828,0.6863,0.0902,0.0902,0.0704,0.0572,0.4769,181.7973,77.8754,5.0055,9.4518,-52.8877,-54.8782,-35.3216,-1
2029,盛餘,202212,7868.9100,24.5000,0.8111,0.7404,0.6149,0.0466,0.0466,0.0414,0.0387,0.0799,975.9385,709.1071,6.2830,18.3492,-66.0424,-61.3456,-25.9819,-1
1101,台泥,202312,263158.6822,34.8500,0.5985,0.5606,2.4074,0.0213,0.0213,0.0918,0.0915,0.4591,210.9544,195.1183,9.5105,8.8424,763.0782,140.6641,3.5661,-1
1102,亞泥,202312,147005.0322,41.4500,0.8095,0.4366,1.8334,0.0329,0.0329,0.0930,0.1382,0.4302,147.5983,138.4165,10.5357,8.1125,-12.9645,-12.0109,1.0976,-1
1103,嘉泥,202312,15054.2130,19.0500,0.9586,0.4128,5.1705,0.0026,0.0026,-0.0507,0.0330,0.3852,319.4996,316.5474,29.8707,18.4042,62.6871,155.2304,9.4828,-1
1104,環泥,202312,0.0000,29.7000,0.5415,0.0000,0.0000,0.0000,0.0000,0.1249,0.3008,0.0000,0.0000,0.0000,0.0000,0.0000,15.8510,7.4999,33.7838,1
1108,幸福,202312,6394.8604,15.8000,0.4704,0.6414,1.2552,0.0529,0.0529,0.1202,0.1035,0.4914,180.6040,53.3874,1.2144,7.4206,-13.9252,-9.3054,46.9767,1
1109,信大,202312,6226.1499,18.2500,0.9982,0.5384,0.9946,0.0698,0.0698,0.1580,0.1290,0.1360,480.6243,413.8966,6.7428,12.0036,8.5775,55.9837,16.6134,-1
1110,東泥,202312,10753.6150,18.8000,0.2342,0.9097,4.7299,0.0132,0.0132,0.0261,0.0686,0.2365,142.7984,74.5064,1.9125,7.0365,288.5076,44.3278,0.5348,-1
1201,味全,202312,9640.4982,19.0500,0.1315,0.5348,0.4489,0.0150,0.0150,0.0149,0.0125,0.5955,94.9060,71.2347,12.6901,8.8142,-3.9282,11.7939,0.0000,-1
1203,味王,202312,13656.0000,56.9000,0.2873,1.3504,2.1325,0.0650,0.0650,0.1336,0.1027,0.3313,242.3449,154.7926,3.9342,18.1945,2.6524,-26.0471,63.0372,1
1210,大成,202312,52343.8870,58.5000,0.9465,0.8074,0.4711,0.0741,0.0741,0.0542,0.0432,0.5092,101.2013,68.5987,11.9123,16.2379,96.8567,68.5352,28.4303,1
1213,大飲,202312,391.8284,6.9200,0.5966,0.4782,3.2462,-0.1693,-0.1693,-1.1757,-1.1490,0.7227,5.8841,3.3218,8.4906,171.4517,-110.5018,-82.9453,-2.9453,-1
